customerID,Contract,MonthlyCharges,tenure,PaymentMethod,TotalCharges
0473-ID,Month-to-month,19.13,7,Bank transfer (automatic),133.91
0474-ID,One year,56.65,7,Electronic check,396.55
0475-ID,Month-to-month,48.58,27,Credit card (automatic),1311.66
0476-ID,Month-to-month,22.01,8,Bank transfer (automatic),176.08
0477-ID,One year,69.04,28,Bank transfer (automatic),1933.12
0478-ID,Month-to-month,58.75,66,Credit card (automatic),3877.5
0479-ID,Two year,82.02,71,Bank transfer (automatic),5823.42
0480-ID,Month-to-month,80.68,47,Electronic check,3791.96
0481-ID,One year,30.39,10,Credit card (automatic),303.9
0482-ID,One year,116.44,33,Mailed check,3842.52
0483-ID,One year,37.04,7,Mailed check,259.28
0484-ID,Month-to-month,63.0,3,Credit card (automatic),189.0
0485-ID,One year,67.31,14,Bank transfer (automatic),942.34
0486-ID,One year,99.96,44,Bank transfer (automatic),4398.24
0487-ID,Month-to-month,28.22,46,Mailed check,1298.12
0488-ID,Two year,61.33,61,Mailed check,3741.13
0489-ID,Month-to-month,81.41,36,Electronic check,2930.76
0490-ID,One year,39.87,13,Bank transfer (automatic),518.31
0491-ID,One year,81.31,16,Electronic check,1300.96
0492-ID,Month-to-month,111.08,5,Mailed check,555.4
0493-ID,Two year,118.5,38,Mailed check,4503.0
0494-ID,One year,21.51,50,Mailed check,1075.5
0495-ID,One year,41.93,38,Mailed check,1593.34
0496-ID,One year,49.44,56,Electronic check,2768.64
0497-ID,Month-to-month,58.36,63,Mailed check,3676.68
0498-ID,One year,42.6,48,Credit card (automatic),2044.8
0499-ID,Two year,38.7,59,Bank transfer (automatic),2283.3
0500-ID,One year,114.18,44,Mailed check,5023.92
0501-ID,One year,110.56,55,Bank transfer (automatic),6080.8
0502-ID,Two year,22.97,55,Mailed check,1263.35
0503-ID,One year,52.3,1,Electronic check,52.3
0504-ID,Month-to-month,58.97,8,Bank transfer (automatic),471.76
0505-ID,Month-to-month,42.27,4,Electronic check,169.08
0506-ID,Month-to-month,81.45,53,Mailed check,4316.85
0507-ID,Two year,82.61,58,Credit card (automatic),4791.38
0508-ID,One year,103.73,37,Credit card (automatic),3838.01
0509-ID,Month-to-month,92.71,49,Credit card (automatic),4542.79
0510-ID,Two year,72.78,67,Credit card (automatic),4876.26
0511-ID,One year,83.94,19,Credit card (automatic),1594.86
0512-ID,Two year,45.79,1,Electronic check,45.79
0513-ID,Month-to-month,77.85,29,Credit card (automatic),2257.65
0514-ID,Month-to-month,67.42,33,Mailed check,2224.86
0515-ID,Month-to-month,31.65,52,Electronic check,1645.8
0516-ID,Two year,42.63,41,Electronic check,1747.83
0517-ID,Two year,47.57,23,Credit card (automatic),1094.11
0518-ID,Month-to-month,111.14,5,Bank transfer (automatic),555.7
0519-ID,Two year,41.4,71,Mailed check,2939.4
0520-ID,Month-to-month,47.32,57,Electronic check,2697.24
0521-ID,Month-to-month,55.37,6,Mailed check,332.22
0522-ID,One year,84.96,49,Bank transfer (automatic),4163.04
0523-ID,Two year,30.13,22,Electronic check,662.86
0524-ID,Month-to-month,114.12,4,Mailed check,456.48
0525-ID,Month-to-month,105.24,64,Credit card (automatic),6735.36
0526-ID,Two year,76.26,37,Electronic check,2821.62
0527-ID,One year,85.99,31,Electronic check,2665.69
0528-ID,One year,19.92,37,Electronic check,737.04
0529-ID,Month-to-month,52.31,45,Electronic check,2353.95
0530-ID,Two year,98.21,8,Credit card (automatic),785.68
0531-ID,One year,26.04,40,Bank transfer (automatic),1041.6
0532-ID,Two year,46.62,5,Bank transfer (automatic),233.1
0533-ID,Two year,77.07,28,Mailed check,2157.96
0534-ID,Month-to-month,44.02,9,Credit card (automatic),396.18
0535-ID,One year,112.11,2,Credit card (automatic),224.22
0536-ID,Month-to-month,31.42,63,Mailed check,1979.46
0537-ID,One year,98.39,51,Credit card (automatic),5017.89
0538-ID,One year,69.3,31,Credit card (automatic),2148.3
0539-ID,One year,93.66,7,Electronic check,655.62
0540-ID,One year,49.48,30,Electronic check,1484.4
0541-ID,One year,69.96,58,Electronic check,4057.68
0542-ID,Two year,104.36,3,Credit card (automatic),313.08
0543-ID,Month-to-month,65.17,51,Credit card (automatic),3323.67
0544-ID,Two year,54.4,56,Bank transfer (automatic),3046.4
0545-ID,One year,72.13,10,Electronic check,721.3
0546-ID,Month-to-month,90.34,61,Mailed check,5510.74
0547-ID,One year,62.83,50,Credit card (automatic),3141.5
0548-ID,Month-to-month,112.61,47,Electronic check,5292.67
0549-ID,Two year,47.89,1,Bank transfer (automatic),47.89
0550-ID,Month-to-month,66.03,57,Electronic check,3763.71
0551-ID,Month-to-month,94.32,38,Bank transfer (automatic),3584.16
0552-ID,Month-to-month,87.51,62,Bank transfer (automatic),5425.62
0553-ID,Month-to-month,105.05,70,Credit card (automatic),7353.5
0554-ID,Month-to-month,118.43,65,Bank transfer (automatic),7697.95
0555-ID,One year,61.15,62,Bank transfer (automatic),3791.3
0556-ID,Month-to-month,29.42,56,Mailed check,1647.52
0557-ID,Month-to-month,21.31,67,Bank transfer (automatic),1427.77
0558-ID,Two year,91.3,17,Mailed check,1552.1
0559-ID,Month-to-month,106.09,8,Mailed check,848.72
0560-ID,Two year,40.43,60,Electronic check,2425.8
0561-ID,One year,34.17,40,Electronic check,1366.8
0562-ID,Month-to-month,24.5,62,Credit card (automatic),1519.0
0563-ID,Two year,100.93,41,Credit card (automatic),4138.13
0564-ID,Two year,49.54,12,Credit card (automatic),594.48
0565-ID,One year,58.62,54,Bank transfer (automatic),3165.48
0566-ID,Month-to-month,68.78,11,Electronic check,756.58
0567-ID,Month-to-month,102.62,60,Bank transfer (automatic),6157.2
0568-ID,Two year,83.66,68,Electronic check,5688.88
0569-ID,Month-to-month,80.06,46,Bank transfer (automatic),3682.76
0570-ID,Two year,35.91,38,Credit card (automatic),1364.58
0571-ID,Month-to-month,69.83,61,Electronic check,4259.63
0572-ID,Two year,90.15,17,Electronic check,1532.55
0573-ID,Month-to-month,116.06,66,Mailed check,7659.96
0574-ID,One year,38.49,36,Electronic check,1385.64
0575-ID,Month-to-month,19.21,7,Electronic check,134.47
0576-ID,Month-to-month,25.82,16,Bank transfer (automatic),413.12
0577-ID,One year,56.02,14,Credit card (automatic),784.28
0578-ID,Month-to-month,100.71,25,Mailed check,2517.75
0579-ID,One year,18.97,4,Bank transfer (automatic),75.88
0580-ID,Month-to-month,64.15,29,Electronic check,1860.35
0581-ID,Two year,51.34,56,Bank transfer (automatic),2875.04
0582-ID,Two year,23.52,6,Credit card (automatic),141.12
0583-ID,Month-to-month,63.5,1,Mailed check,63.5
0584-ID,Month-to-month,43.85,39,Bank transfer (automatic),1710.15
0585-ID,Month-to-month,53.61,1,Electronic check,53.61
0586-ID,Two year,89.16,63,Bank transfer (automatic),5617.08
0587-ID,Month-to-month,70.67,57,Electronic check,4028.19
0588-ID,Two year,30.78,67,Mailed check,2062.26
0589-ID,One year,114.87,65,Mailed check,7466.55
0590-ID,Two year,82.16,65,Bank transfer (automatic),5340.4
0591-ID,Two year,95.22,21,Mailed check,1999.62
0592-ID,One year,26.21,30,Credit card (automatic),786.3
0593-ID,Two year,22.98,33,Bank transfer (automatic),758.34
0594-ID,Month-to-month,20.2,48,Electronic check,969.6
0595-ID,Month-to-month,37.22,22,Bank transfer (automatic),818.84
0596-ID,Two year,59.9,54,Electronic check,3234.6
0597-ID,Month-to-month,112.3,4,Mailed check,449.2
0598-ID,Two year,64.18,55,Electronic check,3529.9
0599-ID,Month-to-month,47.42,44,Electronic check,2086.48
0600-ID,Month-to-month,74.72,12,Electronic check,896.64
0601-ID,Two year,29.5,52,Electronic check,1534.0
0602-ID,Month-to-month,79.51,65,Credit card (automatic),5168.15
0603-ID,Two year,75.38,65,Electronic check,4899.7
0604-ID,Month-to-month,97.85,10,Bank transfer (automatic),978.5
0605-ID,Month-to-month,117.41,18,Credit card (automatic),2113.38
0606-ID,One year,43.46,47,Electronic check,2042.62
0607-ID,One year,69.47,66,Electronic check,4585.02
0608-ID,Two year,109.59,49,Electronic check,5369.91
0609-ID,One year,97.16,22,Credit card (automatic),2137.52
0610-ID,Two year,67.23,26,Electronic check,1747.98
0611-ID,One year,113.26,9,Electronic check,1019.34
0612-ID,Month-to-month,24.0,21,Electronic check,504.0
0613-ID,Two year,111.82,63,Mailed check,7044.66
0614-ID,Two year,23.33,6,Bank transfer (automatic),139.98
0615-ID,Month-to-month,73.25,14,Electronic check,1025.5
0616-ID,Two year,107.74,33,Bank transfer (automatic),3555.42
0617-ID,Two year,44.65,71,Mailed check,3170.15
0618-ID,One year,65.71,24,Mailed check,1577.04
0619-ID,Two year,50.85,51,Electronic check,2593.35
0620-ID,Month-to-month,113.94,2,Bank transfer (automatic),227.88
0621-ID,One year,101.03,15,Credit card (automatic),1515.45
0622-ID,One year,89.5,35,Electronic check,3132.5
0623-ID,Month-to-month,77.31,36,Credit card (automatic),2783.16
0624-ID,Month-to-month,100.72,39,Mailed check,3928.08
0625-ID,One year,57.67,4,Mailed check,230.68
0626-ID,Two year,63.23,64,Bank transfer (automatic),4046.72
0627-ID,One year,91.62,6,Credit card (automatic),549.72
0628-ID,Month-to-month,54.2,57,Credit card (automatic),3089.4
0629-ID,One year,24.67,30,Electronic check,740.1
0630-ID,Month-to-month,25.72,67,Bank transfer (automatic),1723.24
0631-ID,One year,29.84,15,Bank transfer (automatic),447.6
0632-ID,Two year,105.65,17,Credit card (automatic),1796.05
0633-ID,One year,65.71,18,Mailed check,1182.78
0634-ID,One year,89.89,19,Bank transfer (automatic),1707.91
0635-ID,Month-to-month,57.74,69,Mailed check,3984.06
0636-ID,Month-to-month,44.25,24,Electronic check,1062.0
0637-ID,Month-to-month,53.14,48,Bank transfer (automatic),2550.72
0638-ID,One year,98.07,30,Bank transfer (automatic),2942.1
0639-ID,Two year,81.08,15,Electronic check,1216.2
0640-ID,Month-to-month,112.48,47,Bank transfer (automatic),5286.56
0641-ID,Month-to-month,86.56,44,Credit card (automatic),3808.64
0642-ID,One year,75.55,27,Credit card (automatic),2039.85
0643-ID,Month-to-month,79.57,64,Electronic check,5092.48
0644-ID,Two year,112.96,41,Mailed check,4631.36
0645-ID,Two year,97.46,68,Mailed check,6627.28
0646-ID,Month-to-month,20.67,5,Bank transfer (automatic),103.35
0647-ID,Month-to-month,71.93,53,Mailed check,3812.29
0648-ID,One year,87.43,8,Mailed check,699.44
0649-ID,Two year,93.49,22,Electronic check,2056.78
0650-ID,Two year,39.67,7,Mailed check,277.69
0651-ID,Month-to-month,105.4,22,Mailed check,2318.8
0652-ID,One year,114.31,46,Mailed check,5258.26
0653-ID,Two year,42.04,30,Credit card (automatic),1261.2
0654-ID,Two year,106.95,16,Credit card (automatic),1711.2
0655-ID,One year,28.0,5,Electronic check,140.0
0656-ID,One year,23.85,67,Bank transfer (automatic),1597.95
0657-ID,Two year,31.24,23,Electronic check,718.52
0658-ID,Two year,24.05,61,Bank transfer (automatic),1467.05
0659-ID,One year,103.17,5,Bank transfer (automatic),515.85
0660-ID,Two year,24.18,23,Mailed check,556.14
0661-ID,Month-to-month,45.55,25,Mailed check,1138.75
0662-ID,Month-to-month,28.68,8,Electronic check,229.44
0663-ID,One year,47.94,21,Electronic check,1006.74
0664-ID,One year,27.35,2,Electronic check,54.7
0665-ID,One year,85.38,22,Credit card (automatic),1878.36
0666-ID,Month-to-month,31.65,68,Credit card (automatic),2152.2
0667-ID,Two year,103.86,64,Credit card (automatic),6647.04
0668-ID,Month-to-month,100.38,19,Credit card (automatic),1907.22
0669-ID,Two year,19.62,53,Credit card (automatic),1039.86
0670-ID,Month-to-month,108.27,52,Mailed check,5630.04
0671-ID,Two year,21.16,47,Bank transfer (automatic),994.52
0672-ID,Month-to-month,42.33,54,Credit card (automatic),2285.82
0673-ID,One year,21.51,44,Electronic check,946.44
0674-ID,Month-to-month,52.0,7,Bank transfer (automatic),364.0
0675-ID,Two year,69.89,1,Credit card (automatic),69.89
0676-ID,Month-to-month,98.31,63,Credit card (automatic),6193.53
0677-ID,Month-to-month,52.22,39,Mailed check,2036.58
0678-ID,Month-to-month,89.15,19,Mailed check,1693.85
0679-ID,One year,37.09,31,Mailed check,1149.79
0680-ID,Month-to-month,93.69,24,Credit card (automatic),2248.56
0681-ID,One year,41.97,69,Mailed check,2895.93
0682-ID,One year,32.68,65,Credit card (automatic),2124.2
0683-ID,Month-to-month,36.88,33,Bank transfer (automatic),1217.04
0684-ID,Month-to-month,36.55,59,Bank transfer (automatic),2156.45
0685-ID,Month-to-month,69.79,33,Credit card (automatic),2303.07
0686-ID,Two year,103.15,32,Electronic check,3300.8
0687-ID,Month-to-month,26.25,59,Credit card (automatic),1548.75
0688-ID,One year,89.3,41,Bank transfer (automatic),3661.3
0689-ID,Month-to-month,84.01,12,Bank transfer (automatic),1008.12
0690-ID,Two year,105.94,11,Credit card (automatic),1165.34
0691-ID,Month-to-month,42.79,19,Credit card (automatic),813.01
0692-ID,Two year,63.49,54,Credit card (automatic),3428.46
0693-ID,Two year,111.3,57,Bank transfer (automatic),6344.1
0694-ID,Month-to-month,84.58,42,Electronic check,3552.36
0695-ID,One year,57.32,71,Credit card (automatic),4069.72
0696-ID,Two year,31.46,31,Bank transfer (automatic),975.26
0697-ID,Month-to-month,44.63,52,Credit card (automatic),2320.76
0698-ID,Month-to-month,76.66,2,Bank transfer (automatic),153.32
0699-ID,One year,90.43,38,Credit card (automatic),3436.34
0700-ID,Two year,30.75,32,Bank transfer (automatic),984.0
0701-ID,Two year,78.51,10,Credit card (automatic),785.1
0702-ID,Month-to-month,73.56,8,Mailed check,588.48
0703-ID,Month-to-month,69.9,20,Credit card (automatic),1398.0
0704-ID,One year,87.61,20,Bank transfer (automatic),1752.2
0705-ID,One year,102.41,9,Credit card (automatic),921.69
0706-ID,Two year,50.71,15,Electronic check,760.65
0707-ID,Two year,107.6,63,Credit card (automatic),6778.8
0708-ID,Month-to-month,34.39,21,Credit card (automatic),722.19
0709-ID,Two year,35.64,5,Credit card (automatic),178.2
0710-ID,One year,45.06,35,Electronic check,1577.1
0711-ID,One year,30.26,68,Electronic check,2057.68
0712-ID,Month-to-month,41.4,48,Electronic check,1987.2
0713-ID,One year,28.94,62,Mailed check,1794.28
0714-ID,One year,100.84,35,Electronic check,3529.4
0715-ID,One year,32.22,70,Mailed check,2255.4
0716-ID,One year,93.35,21,Credit card (automatic),1960.35
0717-ID,Month-to-month,23.07,39,Mailed check,899.73
0718-ID,Month-to-month,113.58,34,Credit card (automatic),3861.72
0719-ID,Two year,89.72,15,Mailed check,1345.8
0720-ID,One year,18.93,6,Electronic check,113.58
0721-ID,Two year,95.02,66,Electronic check,6271.32
0722-ID,Month-to-month,69.92,56,Mailed check,3915.52
0723-ID,Month-to-month,96.58,49,Mailed check,4732.42
0724-ID,Month-to-month,70.76,1,Electronic check,70.76
0725-ID,Month-to-month,82.67,65,Credit card (automatic),5373.55
0726-ID,Month-to-month,97.28,28,Credit card (automatic),2723.84
0727-ID,Month-to-month,58.96,20,Credit card (automatic),1179.2
0728-ID,Month-to-month,18.52,48,Credit card (automatic),888.96
0729-ID,One year,103.67,65,Bank transfer (automatic),6738.55
0730-ID,Two year,56.53,51,Credit card (automatic),2883.03
0731-ID,Month-to-month,68.1,43,Bank transfer (automatic),2928.3
0732-ID,One year,19.03,49,Bank transfer (automatic),932.47
0733-ID,One year,67.71,25,Electronic check,1692.75
0734-ID,Two year,117.39,41,Electronic check,4812.99
0735-ID,Month-to-month,46.22,71,Mailed check,3281.62
0736-ID,Two year,57.99,64,Credit card (automatic),3711.36
0737-ID,Month-to-month,87.31,61,Credit card (automatic),5325.91
0738-ID,One year,100.14,12,Electronic check,1201.68
0739-ID,One year,60.2,69,Electronic check,4153.8
0740-ID,One year,49.37,14,Electronic check,691.18
0741-ID,One year,112.5,34,Mailed check,3825.0
0742-ID,Two year,86.3,48,Credit card (automatic),4142.4
0743-ID,Month-to-month,30.21,61,Mailed check,1842.81
0744-ID,Month-to-month,25.18,35,Bank transfer (automatic),881.3
0745-ID,Two year,66.85,65,Bank transfer (automatic),4345.25
0746-ID,Month-to-month,40.37,59,Credit card (automatic),2381.83
0747-ID,One year,43.78,36,Electronic check,1576.08
0748-ID,Month-to-month,106.46,19,Electronic check,2022.74
0749-ID,One year,27.25,42,Mailed check,1144.5
0750-ID,Two year,90.14,69,Bank transfer (automatic),6219.66
0751-ID,Month-to-month,45.5,19,Bank transfer (automatic),864.5
0752-ID,Two year,94.66,39,Credit card (automatic),3691.74
0753-ID,Month-to-month,90.85,69,Bank transfer (automatic),6268.65
0754-ID,One year,18.99,52,Electronic check,987.48
0755-ID,Two year,69.42,12,Electronic check,833.04
0756-ID,Month-to-month,32.25,47,Electronic check,1515.75
0757-ID,One year,105.31,36,Credit card (automatic),3791.16
0758-ID,Two year,105.84,63,Mailed check,6667.92
0759-ID,Two year,60.29,51,Bank transfer (automatic),3074.79
0760-ID,Month-to-month,62.91,43,Credit card (automatic),2705.13
0761-ID,Month-to-month,48.73,34,Mailed check,1656.82
0762-ID,Month-to-month,90.27,49,Credit card (automatic),4423.23
0763-ID,One year,54.3,18,Bank transfer (automatic),977.4
0764-ID,Month-to-month,45.16,61,Electronic check,2754.76
0765-ID,Two year,61.69,57,Mailed check,3516.33
0766-ID,Two year,27.44,5,Mailed check,137.2
0767-ID,Month-to-month,93.28,24,Credit card (automatic),2238.72
0768-ID,Month-to-month,19.52,64,Credit card (automatic),1249.28
0769-ID,Two year,83.02,59,Electronic check,4898.18
0770-ID,One year,36.63,38,Credit card (automatic),1391.94
0771-ID,Month-to-month,41.61,33,Bank transfer (automatic),1373.13
0772-ID,Month-to-month,82.13,10,Bank transfer (automatic),821.3
0773-ID,Two year,118.04,37,Bank transfer (automatic),4367.48
0774-ID,Month-to-month,96.41,11,Bank transfer (automatic),1060.51
0775-ID,One year,40.95,24,Electronic check,982.8
0776-ID,Two year,35.94,71,Electronic check,2551.74
0777-ID,Month-to-month,105.31,21,Electronic check,2211.51
0778-ID,Two year,62.89,20,Credit card (automatic),1257.8
0779-ID,Month-to-month,32.02,10,Electronic check,320.2
0780-ID,Month-to-month,104.9,47,Mailed check,4930.3
0781-ID,Month-to-month,100.27,47,Mailed check,4712.69
0782-ID,One year,117.13,15,Mailed check,1756.95
0783-ID,One year,109.68,44,Credit card (automatic),4825.92
0784-ID,Two year,103.85,62,Credit card (automatic),6438.7
0785-ID,Month-to-month,23.53,6,Electronic check,141.18
0786-ID,Month-to-month,28.74,66,Bank transfer (automatic),1896.84
0787-ID,One year,75.43,4,Mailed check,301.72
0788-ID,Month-to-month,71.66,23,Credit card (automatic),1648.18
0789-ID,One year,64.28,13,Mailed check,835.64
0790-ID,Month-to-month,58.13,31,Electronic check,1802.03
0791-ID,Two year,61.59,16,Credit card (automatic),985.44
0792-ID,Month-to-month,75.46,41,Bank transfer (automatic),3093.86
0793-ID,Month-to-month,18.46,1,Bank transfer (automatic),18.46
0794-ID,One year,44.45,12,Credit card (automatic),533.4
0795-ID,Month-to-month,70.34,56,Bank transfer (automatic),3939.04
0796-ID,Month-to-month,90.83,50,Electronic check,4541.5
0797-ID,One year,35.75,20,Bank transfer (automatic),715.0
0798-ID,Two year,73.21,66,Mailed check,4831.86
0799-ID,Two year,90.05,36,Mailed check,3241.8
0800-ID,One year,62.94,38,Mailed check,2391.72
0801-ID,One year,20.97,22,Credit card (automatic),461.34
0802-ID,One year,63.4,61,Credit card (automatic),3867.4
0803-ID,One year,48.04,50,Credit card (automatic),2402.0
0804-ID,One year,111.68,59,Credit card (automatic),6589.12
0805-ID,Two year,30.77,20,Credit card (automatic),615.4
0806-ID,Two year,83.82,36,Electronic check,3017.52
